"customer_number","customer_name","contact_last_name","contact_first_name","city","state","order_ym","required_ym","profit_each","cost_each","price_each","total_sale","office_state","office_city","buy_price","product_name","product_line","order_date","office_code","product_vendor"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201509,201509,23.62,37.32,"","","","Sydney",37.32,"1960 BSA Gold Star DBD34","Motorcycles","2015-09-20",6,"Highway 66 Mini Classics"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201509,201509,31.87,36.22,"","","","Sydney",36.22,"1900s Vintage Tri-Plane","Planes","2015-09-20",6,"Unimax Art Galleries"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201509,201509,23.98,66.92,"","","","Sydney",66.92,"1997 BMW F650 ST","Motorcycles","2015-09-20",6,"Exoto Designs"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201509,201509,33.71,33.02,"","","","Sydney",33.02,"1928 Ford Phaeton Deluxe","Vintage Cars","2015-09-20",6,"Highway 66 Mini Classics"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201509,201509,13.96,27.06,"","","","Sydney",27.06,"1930 Buick Marquette Phaeton","Vintage Cars","2015-09-20",6,"Studio M Art Models"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201509,201509,32.88,51.15,"","","","Sydney",51.15,"American Airlines: B767-300","Planes","2015-09-20",6,"Min Lin Diecast"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201509,201509,54.57,59.33,"","","","Sydney",59.33,"ATA: B757-300","Planes","2015-09-20",6,"Highway 66 Mini Classics"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201509,201509,24.8,54.4,"","","","Sydney",54.4,"F/A 18 Hornet 1/72","Planes","2015-09-20",6,"Motor City Art Classics"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,35.38,83.51,"","","","Sydney",83.51,"1993 Mazda RX-7","Classic Cars","2016-06-24",6,"Highway 66 Mini Classics"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,9.24,53.9,"","","","Sydney",53.9,"1948 Porsche 356-A Roadster","Classic Cars","2016-06-24",6,"Gearbox Collectibles"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,21.33,93.89,"","","","Sydney",93.89,"1995 Honda Civic","Classic Cars","2016-06-24",6,"Min Lin Diecast"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,89.75,77.9,"","","","Sydney",77.9,"1992 Ferrari 360 Spider red","Classic Cars","2016-06-24",6,"Unimax Art Galleries"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,27.34,49.05,"","","","Sydney",49.05,"1969 Dodge Super Bee","Classic Cars","2016-06-24",6,"Min Lin Diecast"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,63.21,73.48,"","","","Sydney",73.48,"1976 Ford Gran Torino","Classic Cars","2016-06-24",6,"Gearbox Collectibles"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,24.87,32.95,"","","","Sydney",32.95,"1957 Vespa GS150","Motorcycles","2016-06-24",6,"Studio M Art Models"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,55.06,69.93,"","","","Sydney",69.93,"1957 Corvette Convertible","Classic Cars","2016-06-24",6,"Classic Metal Creations"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,14.35,16.23,"","","","Sydney",16.23,"1982 Lamborghini Diablo","Classic Cars","2016-06-24",6,"Second Gear Diecast"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,21.43,38.58,"","","","Sydney",38.58,"1971 Alpine Renault 1600s","Classic Cars","2016-06-24",6,"Welly Diecast Productions"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,14.04,98.3,"","","","Sydney",98.3,"1956 Porsche 356A Coupe","Classic Cars","2016-06-24",6,"Classic Metal Creations"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,90,98.58,"","","","Sydney",98.58,"1952 Alpine Renault 1300","Classic Cars","2016-06-29",6,"Classic Metal Creations"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,29.55,103.42,"","","","Sydney",103.42,"1962 LanciaA Delta 16V","Classic Cars","2016-06-29",6,"Second Gear Diecast"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,54.67,77.9,"","","","Sydney",77.9,"1958 Setra Bus","Trucks and Buses","2016-06-29",6,"Welly Diecast Productions"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,54.84,58.33,"","","","Sydney",58.33,"1940 Ford Pickup Truck","Trucks and Buses","2016-06-29",6,"Studio M Art Models"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,22.1,24.26,"","","","Sydney",24.26,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars","2016-06-29",6,"Studio M Art Models"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,26.13,24.92,"","","","Sydney",24.92,"1926 Ford Fire Engine","Trucks and Buses","2016-06-29",6,"Carousel DieCast Legends"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,64.13,72.56,"","","","Sydney",72.56,"1928 Mercedes-Benz SSK","Vintage Cars","2016-06-29",6,"Gearbox Collectibles"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,23.31,60.78,"","","","Sydney",60.78,"1913 Ford Model T Speedster","Vintage Cars","2016-06-29",6,"Carousel DieCast Legends"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,26.24,34.35,"","","","Sydney",34.35,"1934 Ford V8 Coupe","Vintage Cars","2016-06-29",6,"Min Lin Diecast"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,34.56,60.74,"","","","Sydney",60.74,"18th Century Vintage Horse Carriage","Vintage Cars","2016-06-29",6,"Red Start Diecast"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,26.79,57.54,"","","","Sydney",57.54,"1917 Maxwell Touring Car","Vintage Cars","2016-06-29",6,"Exoto Designs"
114,"Australian Collectors, Co.","Ferguson","Peter","Melbourne","Victoria",201606,201607,30.27,84.76,"","","","Sydney",84.76,"1940s Ford truck","Trucks and Buses","2016-06-29",6,"Motor City Art Classics"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201410,201411,43.74,77.9,"","","CA","San Francisco",77.9,"1958 Setra Bus","Trucks and Buses","2014-10-26",1,"Welly Diecast Productions"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201410,201411,43.17,58.33,"","","CA","San Francisco",58.33,"1940 Ford Pickup Truck","Trucks and Buses","2014-10-26",1,"Studio M Art Models"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201410,201411,20.13,23.14,"","","CA","San Francisco",23.14,"1939 Cadillac Limousine","Vintage Cars","2014-10-26",1,"Studio M Art Models"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201410,201411,25.21,33.61,"","","CA","San Francisco",33.61,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses","2014-10-26",1,"Red Start Diecast"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201502,201502,77.83,95.34,"","","CA","San Francisco",95.34,"1968 Ford Mustang","Classic Cars","2015-02-02",1,"Autoart Studio Design"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201502,201502,35.22,75.16,"","","CA","San Francisco",75.16,"1968 Dodge Charger","Classic Cars","2015-02-02",1,"Welly Diecast Productions"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201502,201502,40.7,31.92,"","","CA","San Francisco",31.92,"1970 Plymouth Hemi Cuda","Classic Cars","2015-02-02",1,"Studio M Art Models"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201502,201502,44.91,58.73,"","","CA","San Francisco",58.73,"1969 Dodge Charger","Classic Cars","2015-02-02",1,"Welly Diecast Productions"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201502,201502,13.09,53.9,"","","CA","San Francisco",53.9,"1948 Porsche 356-A Roadster","Classic Cars","2015-02-02",1,"Gearbox Collectibles"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201502,201502,16.89,49.05,"","","CA","San Francisco",49.05,"1969 Dodge Super Bee","Classic Cars","2015-02-02",1,"Min Lin Diecast"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201502,201502,66.15,73.48,"","","CA","San Francisco",73.48,"1976 Ford Gran Torino","Classic Cars","2015-02-02",1,"Gearbox Collectibles"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201502,201502,16.79,32.95,"","","CA","San Francisco",32.95,"1957 Vespa GS150","Motorcycles","2015-02-02",1,"Studio M Art Models"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201502,201502,63.99,69.93,"","","CA","San Francisco",69.93,"1957 Corvette Convertible","Classic Cars","2015-02-02",1,"Classic Metal Creations"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201502,201502,20.07,47.1,"","","CA","San Francisco",47.1,"1982 Ducati 900 Monster","Motorcycles","2015-02-02",1,"Highway 66 Mini Classics"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201502,201502,18.12,16.23,"","","CA","San Francisco",16.23,"1982 Lamborghini Diablo","Classic Cars","2015-02-02",1,"Second Gear Diecast"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201502,201502,13.47,38.58,"","","CA","San Francisco",38.58,"1971 Alpine Renault 1600s","Classic Cars","2015-02-02",1,"Welly Diecast Productions"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201502,201502,40.72,98.3,"","","CA","San Francisco",98.3,"1956 Porsche 356A Coupe","Classic Cars","2015-02-02",1,"Classic Metal Creations"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201502,201502,44.47,32.33,"","","CA","San Francisco",32.33,"1961 Chevrolet Impala","Classic Cars","2015-02-02",1,"Classic Metal Creations"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201502,201502,14.48,24.14,"","","CA","San Francisco",24.14,"1982 Ducati 996 R","Motorcycles","2015-02-02",1,"Gearbox Collectibles"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201502,201502,35.72,56.13,"","","CA","San Francisco",56.13,"1974 Ducati 350 Mk3 Desmo","Motorcycles","2015-02-02",1,"Second Gear Diecast"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201502,201502,44.75,34.17,"","","CA","San Francisco",34.17,"2002 Yamaha YZR M1","Motorcycles","2015-02-02",1,"Autoart Studio Design"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201503,201503,70.65,95.59,"","","CA","San Francisco",95.59,"2001 Ferrari Enzo","Classic Cars","2015-03-08",1,"Second Gear Diecast"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201503,201503,51.36,89.14,"","","CA","San Francisco",89.14,"1969 Corvair Monza","Classic Cars","2015-03-08",1,"Welly Diecast Productions"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201503,201503,84.78,83.05,"","","CA","San Francisco",83.05,"1969 Ford Falcon","Classic Cars","2015-03-08",1,"Second Gear Diecast"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201503,201503,61.46,68.3,"","","CA","San Francisco",68.3,"1903 Ford Model A","Vintage Cars","2015-03-08",1,"Unimax Art Galleries"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201503,201503,28.24,67.56,"","","CA","San Francisco",67.56,"Collectable Wooden Train","Trains","2015-03-08",1,"Carousel DieCast Legends"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201503,201503,30.16,91.92,"","","CA","San Francisco",91.92,"1970 Triumph Spitfire","Classic Cars","2015-03-08",1,"Min Lin Diecast"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201503,201503,27.21,52.66,"","","CA","San Francisco",52.66,"1904 Buick Runabout","Vintage Cars","2015-03-08",1,"Exoto Designs"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201503,201503,31.95,82.34,"","","CA","San Francisco",82.34,"18th century schooner","Ships","2015-03-08",1,"Carousel DieCast Legends"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201503,201503,27.44,46.91,"","","CA","San Francisco",46.91,"1912 Ford Model T Delivery Wagon","Vintage Cars","2015-03-08",1,"Min Lin Diecast"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201503,201503,34.18,26.72,"","","CA","San Francisco",26.72,"1950’s Chicago Surface Lines Streetcar","Trains","2015-03-08",1,"Gearbox Collectibles"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201503,201503,18.75,37.49,"","","CA","San Francisco",37.49,"1962 City of Detroit Streetcar","Trains","2015-03-08",1,"Classic Metal Creations"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201503,201503,21.34,34,"","","CA","San Francisco",34,"The Schooner Bluenose","Ships","2015-03-08",1,"Autoart Studio Design"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201503,201503,33.78,43.3,"","","CA","San Francisco",43.3,"The Mayflower","Ships","2015-03-08",1,"Studio M Art Models"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201503,201503,41.07,51.09,"","","CA","San Francisco",51.09,"The Titanic","Ships","2015-03-08",1,"Carousel DieCast Legends"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201503,201503,37.74,53.63,"","","CA","San Francisco",53.63,"The Queen Mary","Ships","2015-03-08",1,"Welly Diecast Productions"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201503,201503,13.66,33.29,"","","CA","San Francisco",33.29,"Pont Yacht","Ships","2015-03-08",1,"Unimax Art Galleries"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201506,201506,22.6,60.62,"","","CA","San Francisco",60.62,"1937 Lincoln Berline","Vintage Cars","2015-06-12",1,"Motor City Art Classics"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201506,201506,19.95,24.26,"","","CA","San Francisco",24.26,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars","2015-06-12",1,"Studio M Art Models"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201506,201506,73.09,86.7,"","","CA","San Francisco",86.7,"1917 Grand Touring Sedan","Vintage Cars","2015-06-12",1,"Welly Diecast Productions"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201506,201506,21.19,33.29,"","","CA","San Francisco",33.29,"1911 Ford Town Car","Vintage Cars","2015-06-12",1,"Motor City Art Classics"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201506,201506,47.04,58.48,"","","CA","San Francisco",58.48,"1932 Model A Ford J-Coupe","Vintage Cars","2015-06-12",1,"Autoart Studio Design"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201506,201506,62.44,72.56,135,2835,"CA","San Francisco",72.56,"1928 Mercedes-Benz SSK","Vintage Cars","2015-06-12",1,"Gearbox Collectibles"
124,"Mini Gifts Distributors Ltd.","Nelson","Susan","San Rafael","CA",201506,201506,28.77,57.54,"","","CA","San Francisco",57.54,"1917 Maxwell Touring Car","Vintage Cars","2015-06-12",1,"Exoto Designs"
